Order_ID,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD01437,C00233,2025-06-24 12:13:51,2025-06-29 12:13:51,Standard Class,Consumer,North,Office Supplies,Art,100.78,3,0.007,11.52
ORD03105,C00036,2024-06-12 19:45:59,2024-06-17 19:45:59,Standard Class,Consumer,East,Office Supplies,Storage,311.39,8,0.121,18.71
ORD00413,C00313,2025-06-19 16:05:53,2025-06-22 16:05:53,Standard Class,Consumer,East,Furniture,Tables,1047.03,6,0.192,-26.54
ORD02787,C00691,2024-02-03 13:16:34,2024-02-06 13:16:34,Standard Class,Home Office,North,Technology,Accessories,800.6,6,0.178,60.05
ORD03109,C00186,2024-03-17 12:25:34,2024-03-18 12:25:34,First Class,Corporate,East,Office Supplies,Appliances,28.94,2,0.156,-1.85
ORD03052,C00070,2024-09-14 02:45:46,2024-09-17 02:45:46,Second Class,Corporate,North,Office Supplies,Binders,221.38,5,0.281,-18.04
ORD01533,C00530,2024-12-17 21:15:55,2024-12-21 21:15:55,Standard Class,Home Office,West,Office Supplies,Storage,205.01,4,0.113,7.23
ORD02890,C00006,2025-06-03 07:53:30,2025-06-08 07:53:30,Standard Class,Corporate,West,Technology,Laptops,677.11,5,0.123,33.48
ORD03842,C00619,2024-09-19 02:35:46,2024-09-23 02:35:46,Standard Class,Consumer,South,Office Supplies,Art,165.37,8,0.169,0.53
ORD00249,C00713,2024-01-14 11:01:49,2024-01-16 11:01:49,First Class,Consumer,West,Office Supplies,Binders,143.03,3,0.21,-10.8
ORD03811,C00712,2024-08-25 12:53:53,2024-08-26 12:53:53,First Class,Consumer,West,Office Supplies,Storage,307.63,7,0.309,-29.97
ORD01406,C00088,2024-11-16 14:24:27,2024-11-20 14:24:27,Standard Class,Home Office,North,Technology,Phones,771.33,6,0.029,195.9
ORD01246,C00503,2025-01-31 21:58:23,2025-02-04 21:58:23,Standard Class,Home Office,South,Office Supplies,Appliances,135.46,4,0.069,13.07
ORD00410,C00306,2025-04-15 03:02:40,2025-04-17 03:02:40,Same Day,Corporate,East,Furniture,Tables,1963.49,8,0.072,68.38
ORD00761,C00117,2024-06-29 19:03:26,2024-07-02 19:03:26,Second Class,Consumer,North,Technology,Accessories,179.76,2,0.186,7.21
ORD02011,C00154,2025-03-21 14:16:47,2025-03-22 14:16:47,First Class,Consumer,South,Office Supplies,Appliances,267.93,6,0.098,26.35
ORD02961,C00238,2025-04-06 01:24:47,2025-04-11 01:24:47,Standard Class,Home Office,South,Furniture,Tables,578.07,4,0.217,-66.01
ORD02825,C00716,2025-07-20 22:52:50,2025-07-23 22:52:50,Standard Class,Consumer,West,Furniture,Chairs,804.09,6,0.103,5.07
ORD02981,C00445,2025-01-16 02:18:51,2025-01-18 02:18:51,Second Class,Corporate,South,Technology,Laptops,338.82,2,0.305,-41.07
ORD02839,C00084,2025-08-14 16:18:19,2025-08-18 16:18:19,Standard Class,Consumer,West,Office Supplies,Art,366.39,6,0.22,-25.03
ORD00124,C00256,2024-06-10 18:29:52,2024-06-11 18:29:52,First Class,Consumer,South,Technology,Accessories,105.36,1,0.188,6.99
ORD01763,C00169,2025-06-03 13:05:09,2025-06-06 13:05:09,Second Class,Corporate,North,Furniture,Chairs,222.46,3,0.234,-26.08
ORD02095,C00049,2024-02-03 11:11:41,2024-02-06 11:11:41,Standard Class,Home Office,West,Office Supplies,Storage,558.63,8,0.096,60.86
ORD00191,C00832,2024-03-16 01:00:56,2024-03-21 01:00:56,Standard Class,Corporate,North,Office Supplies,Storage,129.17,6,0.251,-4.18
ORD01107,C00845,2025-09-23 05:54:28,2025-09-27 05:54:28,Second Class,Consumer,North,Technology,Phones,602.61,4,0.185,3.08
ORD01108,C00055,2024-12-12 18:23:35,2024-12-14 18:23:35,First Class,Consumer,South,Office Supplies,Storage,69.77,3,0.301,-11.28
ORD00195,C00495,2025-03-29 05:13:03,2025-04-01 05:13:03,Standard Class,Home Office,East,Technology,Phones,145.69,1,0.034,29.95
ORD01752,C00817,2025-03-16 11:40:20,2025-03-20 11:40:20,Second Class,Corporate,South,Furniture,Tables,72.74,1,0.163,-3.32
ORD01678,C00565,2025-05-22 05:58:48,2025-05-25 05:58:48,Standard Class,Consumer,North,Office Supplies,Appliances,273.06,6,0.078,23.74
ORD02115,C00324,2024-06-28 06:19:01,2024-06-30 06:19:01,First Class,Corporate,South,Office Supplies,Art,53.68,3,0.1,4.09
ORD00520,C00098,2024-05-10 03:07:57,2024-05-13 03:07:57,Second Class,Consumer,North,Furniture,Tables,137.94,1,0.056,15.22
ORD03799,C00089,2024-02-01 01:30:28,2024-02-04 01:30:28,Standard Class,Consumer,North,Technology,Phones,661.55,4,0.225,7.36
ORD01105,C00865,2025-09-23 06:44:05,2025-09-25 06:44:05,Second Class,Home Office,East,Technology,Phones,453.79,4,0.046,64.89
ORD02409,C00608,2024-06-12 05:18:08,2024-06-16 05:18:08,Second Class,Corporate,North,Office Supplies,Paper,363.57,8,0.102,28.5
ORD02209,C00819,2025-02-23 20:58:29,2025-02-27 20:58:29,Second Class,Consumer,South,Furniture,Chairs,195.32,2,0.257,-33.62
ORD00027,C00926,2024-11-28 01:44:59,2024-12-01 01:44:59,Standard Class,Consumer,East,Technology,Phones,453.34,3,0.166,30.49
ORD00967,C00371,2024-04-28 12:29:18,2024-04-30 12:29:18,Second Class,Home Office,East,Furniture,Furnishings,269.71,2,0.18,-14.05
ORD02725,C00668,2024-10-29 04:03:33,2024-10-30 04:03:33,First Class,Corporate,South,Office Supplies,Appliances,75.71,2,0.088,2.17
ORD01416,C00189,2024-03-01 17:41:53,2024-03-05 17:41:53,Standard Class,Corporate,South,Office Supplies,Storage,270.94,5,0.127,3.32
ORD01295,C00641,2024-05-08 23:12:19,2024-05-13 23:12:19,Standard Class,Consumer,North,Office Supplies,Art,127.0,2,0.273,-12.07
ORD02765,C00754,2024-04-11 23:26:17,2024-04-12 23:26:17,First Class,Home Office,West,Technology,Accessories,1235.9,6,0.087,215.48
ORD03115,C00508,2025-08-24 19:45:37,2025-08-28 19:45:37,Second Class,Home Office,North,Technology,Accessories,709.68,7,0.097,62.44
ORD03147,C00545,2025-02-18 05:09:44,2025-02-22 05:09:44,Standard Class,Consumer,North,Furniture,Furnishings,345.66,4,0.215,-39.8
ORD01710,C00430,2025-11-06 18:01:49,2025-11-07 18:01:49,First Class,Consumer,South,Office Supplies,Binders,21.2,2,0.119,0.44
ORD01793,C00790,2024-11-14 06:28:03,2024-11-17 06:28:03,Standard Class,Corporate,North,Office Supplies,Paper,327.39,7,0.076,39.9
ORD02633,C00482,2024-05-26 23:37:21,2024-05-27 23:37:21,First Class,Corporate,North,Furniture,Chairs,774.48,8,0.106,40.2
ORD02300,C00458,2025-03-20 06:25:57,2025-03-23 06:25:57,Standard Class,Corporate,North,Technology,Laptops,1249.13,8,0.073,201.49
ORD01453,C00361,2025-11-09 14:07:02,2025-11-12 14:07:02,Standard Class,Home Office,East,Office Supplies,Appliances,473.46,8,0.155,24.89
ORD01288,C00846,2025-01-23 19:01:35,2025-01-25 19:01:35,Same Day,Corporate,East,Office Supplies,Art,135.66,7,0.253,-2.06
ORD03774,C00085,2024-01-14 00:55:26,2024-01-18 00:55:26,Second Class,Consumer,East,Technology,Accessories,734.27,6,0.138,68.38
ORD03451,C00680,2024-08-09 15:28:59,2024-08-14 15:28:59,Standard Class,Consumer,West,Furniture,Tables,1245.99,8,0.185,-103.01
ORD01185,C00404,2025-11-06 05:20:33,2025-11-09 05:20:33,First Class,Corporate,South,Furniture,Chairs,348.76,3,0.162,-18.82
ORD00317,C00335,2025-01-13 09:28:37,2025-01-15 09:28:37,First Class,Consumer,West,Office Supplies,Art,308.68,8,0.186,-18.23
ORD03721,C00416,2025-11-25 21:47:32,2025-11-27 21:47:32,First Class,Consumer,East,Furniture,Furnishings,92.16,1,0.276,-11.16
ORD00380,C00717,2025-01-06 18:25:34,2025-01-10 18:25:34,Standard Class,Corporate,West,Technology,Laptops,1206.94,7,0.147,79.4
ORD00913,C00335,2024-01-09 19:08:55,2024-01-14 19:08:55,Standard Class,Consumer,East,Furniture,Tables,634.18,3,0.114,7.84
ORD00148,C00306,2025-09-29 07:51:47,2025-10-03 07:51:47,Second Class,Corporate,South,Furniture,Chairs,211.12,3,0.244,-27.16
ORD03021,C00942,2025-07-11 00:05:53,2025-07-13 00:05:53,First Class,Consumer,South,Technology,Accessories,538.55,6,0.104,45.19
ORD00398,C00408,2025-06-06 03:08:52,2025-06-11 03:08:52,Standard Class,Consumer,South,Office Supplies,Binders,98.27,2,0.124,4.24
ORD01241,C00762,2025-12-09 05:55:53,2025-12-14 05:55:53,Standard Class,Consumer,North,Furniture,Chairs,531.06,8,0.074,22.9
ORD02452,C00380,2024-05-23 05:19:13,2024-05-27 05:19:13,Standard Class,Corporate,South,Office Supplies,Appliances,339.81,6,0.054,23.23
ORD00209,C00927,2025-10-23 07:24:24,2025-10-28 07:24:24,Standard Class,Corporate,North,Office Supplies,Appliances,30.51,1,0.129,-0.01
ORD03893,C00398,2024-06-18 19:33:51,2024-06-21 19:33:51,Second Class,Consumer,North,Office Supplies,Storage,432.76,7,0.056,56.51
ORD03042,C00346,2025-12-09 14:50:31,2025-12-14 14:50:31,Standard Class,Consumer,West,Technology,Accessories,180.45,1,0.041,23.24
ORD02346,C00689,2024-05-19 17:52:12,2024-05-23 17:52:12,Second Class,Consumer,East,Technology,Accessories,1345.54,7,0.158,200.29
ORD02187,C00775,2025-02-05 17:40:04,2025-02-09 17:40:04,Second Class,Corporate,East,Technology,Phones,1173.51,7,0.062,248.77
ORD00994,C00234,2025-07-30 05:18:29,2025-08-03 05:18:29,Standard Class,Home Office,South,Office Supplies,Paper,220.72,6,0.127,-9.0
ORD02297,C00891,2024-02-27 01:17:44,2024-03-01 01:17:44,First Class,Corporate,East,Office Supplies,Paper,117.32,5,0.057,16.09
ORD03190,C00307,2024-02-18 16:40:39,2024-02-22 16:40:39,Standard Class,Consumer,West,Office Supplies,Appliances,407.74,7,0.155,33.29
ORD01955,C00850,2025-09-12 08:18:24,2025-09-16 08:18:24,Standard Class,Corporate,East,Technology,Accessories,882.98,7,0.164,31.79
ORD01383,C00487,2024-02-14 02:40:34,2024-02-17 02:40:34,Standard Class,Consumer,East,Technology,Laptops,817.56,6,0.206,32.87
ORD01143,C00544,2025-03-24 02:16:15,2025-03-27 02:16:15,Standard Class,Consumer,South,Office Supplies,Binders,80.77,2,0.058,7.06
ORD02316,C00263,2025-11-15 21:36:53,2025-11-20 21:36:53,Standard Class,Consumer,South,Technology,Laptops,561.37,6,0.146,52.68
ORD03485,C00155,2025-03-24 18:11:15,2025-03-26 18:11:15,Same Day,Consumer,East,Office Supplies,Appliances,77.58,2,0.278,-8.56
ORD01717,C00127,2024-12-17 03:07:52,2024-12-21 03:07:52,Standard Class,Consumer,West,Office Supplies,Storage,18.95,1,0.101,2.37
ORD02593,C00108,2024-10-31 14:16:59,2024-11-03 14:16:59,Standard Class,Corporate,South,Office Supplies,Paper,51.5,2,0.197,-1.99
ORD01993,C00668,2025-04-10 20:37:34,2025-04-12 20:37:34,First Class,Consumer,South,Office Supplies,Appliances,141.07,4,0.106,5.03
ORD01904,C00583,2025-02-21 10:40:17,2025-02-23 10:40:17,First Class,Corporate,South,Furniture,Furnishings,1684.63,8,0.19,-79.02
ORD00412,C00567,2025-01-01 06:57:28,2025-01-05 06:57:28,Standard Class,Home Office,South,Technology,Accessories,122.38,1,0.056,22.64
ORD01322,C00879,2024-04-22 02:43:03,2024-04-25 02:43:03,Standard Class,Corporate,West,Furniture,Tables,267.99,1,0.202,-44.65
ORD03628,C00899,2025-04-28 17:55:48,2025-05-02 17:55:48,Standard Class,Consumer,East,Technology,Accessories,199.65,1,0.043,8.19
ORD03444,C00462,2025-06-24 00:46:15,2025-06-27 00:46:15,Standard Class,Corporate,South,Technology,Accessories,189.4,2,0.366,-22.62
ORD01191,C00705,2025-06-01 11:08:15,2025-06-05 11:08:15,Standard Class,Consumer,South,Office Supplies,Art,216.55,5,0.202,-14.44
ORD02298,C00076,2024-02-24 18:18:11,2024-02-27 18:18:11,Second Class,Consumer,South,Technology,Laptops,759.6,7,0.115,24.38
ORD02344,C00543,2025-05-28 02:29:07,2025-06-01 02:29:07,Standard Class,Consumer,North,Office Supplies,Storage,63.02,1,0.383,-12.39
ORD03440,C00410,2025-06-16 17:45:32,2025-06-21 17:45:32,Standard Class,Corporate,East,Furniture,Chairs,1228.89,7,0.075,212.87
ORD00029,C00254,2024-05-13 21:25:38,2024-05-15 21:25:38,Second Class,Corporate,West,Furniture,Bookcases,763.63,8,0.129,-42.96
ORD01189,C00360,2025-09-11 18:06:07,2025-09-15 18:06:07,Standard Class,Corporate,East,Office Supplies,Appliances,23.37,1,0.195,0.56
ORD01794,C00190,2025-01-17 09:46:43,2025-01-22 09:46:43,Standard Class,Corporate,North,Furniture,Chairs,721.13,4,0.205,-74.59
ORD02024,C00487,2024-12-10 21:39:04,2024-12-12 21:39:04,First Class,Consumer,East,Office Supplies,Appliances,124.55,7,0.026,8.83
ORD02990,C00497,2025-06-11 14:19:46,2025-06-14 14:19:46,Standard Class,Corporate,East,Technology,Accessories,927.17,6,0.138,54.3
ORD01330,C00114,2025-01-07 04:13:40,2025-01-11 04:13:40,Standard Class,Home Office,South,Furniture,Bookcases,360.54,2,0.261,-73.38
ORD02388,C00438,2025-02-01 15:55:46,2025-02-06 15:55:46,Standard Class,Consumer,East,Technology,Laptops,230.95,2,0.2,-9.28
ORD03304,C00301,2024-08-15 21:59:38,2024-08-19 21:59:38,Second Class,Home Office,East,Technology,Phones,591.8,4,0.091,56.32
ORD01242,C00385,2025-11-08 08:23:49,2025-11-12 08:23:49,Second Class,Home Office,West,Technology,Phones,1074.37,7,0.229,-37.9
ORD01952,C00851,2025-12-08 16:54:51,2025-12-12 16:54:51,Standard Class,Consumer,North,Office Supplies,Appliances,218.89,8,0.392,-42.63
ORD02537,C00420,2024-04-05 05:09:19,2024-04-10 05:09:19,Standard Class,Consumer,North,Office Supplies,Art,69.07,4,0.212,-1.24
ORD03131,C00621,2025-06-19 04:20:26,2025-06-22 04:20:26,Standard Class,Consumer,East,Office Supplies,Art,85.6,5,0.108,2.32
ORD03102,C00202,2024-01-18 00:49:14,2024-01-21 00:49:14,Standard Class,Corporate,North,Office Supplies,Paper,342.92,5,0.476,-80.46
ORD01585,C00913,2024-09-26 08:40:46,2024-09-29 08:40:46,First Class,Consumer,South,Furniture,Chairs,607.46,4,0.11,-20.4
ORD00617,C00400,2025-12-09 02:21:33,2025-12-09 02:21:33,Same Day,Consumer,West,Furniture,Tables,847.55,6,0.278,-116.58
ORD00467,C00298,2024-05-07 14:37:31,2024-05-11 14:37:31,Standard Class,Corporate,North,Technology,Accessories,469.91,3,0.041,37.71
ORD00257,C00038,2024-10-02 05:01:21,2024-10-06 05:01:21,Standard Class,Home Office,South,Technology,Laptops,368.15,5,0.075,48.43
ORD01879,C00805,2024-06-09 07:02:04,2024-06-11 07:02:04,Second Class,Corporate,West,Office Supplies,Paper,110.68,5,0.138,16.29
ORD01800,C00532,2025-06-15 14:25:02,2025-06-18 14:25:02,Standard Class,Corporate,East,Technology,Phones,614.79,5,0.134,76.84
ORD00971,C00137,2024-12-04 15:55:06,2024-12-07 15:55:06,Standard Class,Consumer,East,Office Supplies,Paper,473.83,8,0.068,43.06
ORD01706,C00529,2025-03-08 23:25:03,2025-03-11 23:25:03,First Class,Consumer,East,Office Supplies,Appliances,231.13,6,0.234,-23.82
ORD02697,C00254,2025-11-19 01:47:54,2025-11-22 01:47:54,Standard Class,Corporate,North,Furniture,Bookcases,1003.53,6,0.13,71.98
ORD00183,C00633,2025-01-15 08:49:16,2025-01-19 08:49:16,Standard Class,Consumer,North,Technology,Laptops,742.56,7,0.278,-31.65
ORD00982,C00169,2025-06-19 22:14:38,2025-06-24 22:14:38,Standard Class,Corporate,East,Office Supplies,Binders,302.99,5,0.198,-14.82
ORD02651,C00678,2024-03-12 11:21:08,2024-03-16 11:21:08,Second Class,Home Office,South,Office Supplies,Storage,166.19,3,0.047,12.15
ORD00942,C00170,2024-06-06 03:04:13,2024-06-08 03:04:13,Second Class,Corporate,South,Furniture,Tables,614.53,5,0.136,40.5
ORD02268,C00640,2025-11-22 04:59:06,2025-11-27 04:59:06,Standard Class,Corporate,North,Office Supplies,Storage,153.57,8,0.16,2.4
ORD03033,C00277,2025-09-19 11:30:39,2025-09-22 11:30:39,Second Class,Corporate,West,Furniture,Tables,1387.44,8,0.304,-184.82
ORD01220,C00763,2025-04-24 08:58:04,2025-04-29 08:58:04,Standard Class,Corporate,North,Furniture,Chairs,356.32,3,0.245,-40.76
ORD00395,C00505,2024-10-03 02:04:23,2024-10-04 02:04:23,First Class,Consumer,East,Technology,Phones,421.65,4,0.082,56.11
ORD01081,C00127,2024-05-25 20:33:07,2024-05-28 20:33:07,Standard Class,Consumer,South,Office Supplies,Art,134.0,3,0.124,1.91
ORD02502,C00825,2025-09-13 18:10:21,2025-09-17 18:10:21,Standard Class,Consumer,East,Office Supplies,Storage,36.53,1,0.092,5.16
ORD01126,C00841,2025-07-27 06:32:42,2025-07-31 06:32:42,Second Class,Corporate,North,Technology,Phones,445.74,3,0.063,71.28
ORD03559,C00308,2024-06-25 10:34:37,2024-06-30 10:34:37,Standard Class,Consumer,North,Office Supplies,Paper,27.02,1,0.222,-2.65
ORD00443,C00369,2025-03-06 13:51:09,2025-03-08 13:51:09,Second Class,Consumer,East,Office Supplies,Appliances,80.06,3,0.095,7.4
ORD01781,C00010,2025-03-27 14:56:02,2025-04-01 14:56:02,Standard Class,Corporate,East,Furniture,Tables,221.13,1,0.208,-18.15
ORD03620,C00633,2024-12-14 13:10:06,2024-12-19 13:10:06,Standard Class,Consumer,North,Technology,Laptops,433.83,3,0.241,6.72
ORD02875,C00428,2025-11-07 11:16:01,2025-11-12 11:16:01,Standard Class,Corporate,South,Office Supplies,Binders,171.44,6,0.179,-5.3
ORD00235,C00115,2024-03-31 14:14:40,2024-04-05 14:14:40,Standard Class,Consumer,South,Technology,Phones,860.49,7,0.209,-15.15
ORD01098,C00618,2024-07-07 06:18:10,2024-07-11 06:18:10,Standard Class,Consumer,North,Office Supplies,Storage,142.13,8,0.202,3.3
ORD00170,C00213,2024-03-10 08:54:05,2024-03-13 08:54:05,Standard Class,Consumer,East,Office Supplies,Art,202.37,5,0.228,7.84
ORD03737,C00223,2025-05-20 20:04:25,2025-05-25 20:04:25,Standard Class,Consumer,North,Office Supplies,Appliances,337.15,5,0.2,-33.33
ORD03051,C00884,2025-04-15 03:02:59,2025-04-17 03:02:59,First Class,Home Office,East,Office Supplies,Storage,166.44,8,0.122,8.94
ORD00972,C00710,2025-12-21 17:43:01,2025-12-24 17:43:01,Second Class,Home Office,North,Office Supplies,Paper,200.82,5,0.236,-14.39
ORD01792,C00131,2025-01-30 21:21:00,2025-02-03 21:21:00,Standard Class,Corporate,East,Office Supplies,Storage,12.69,1,0.141,-0.1
ORD01746,C00542,2024-04-19 22:28:55,2024-04-24 22:28:55,Standard Class,Corporate,South,Office Supplies,Paper,206.99,8,0.128,-13.95
ORD03164,C00442,2024-11-25 03:26:43,2024-11-29 03:26:43,Standard Class,Corporate,South,Technology,Phones,600.55,5,0.161,39.89
ORD00420,C00137,2024-03-05 12:48:29,2024-03-10 12:48:29,Standard Class,Home Office,South,Furniture,Chairs,974.44,6,0.317,-206.86
ORD01988,C00090,2025-05-04 18:22:42,2025-05-09 18:22:42,Standard Class,Consumer,West,Office Supplies,Art,20.86,1,0.203,-0.78
ORD02844,C00824,2025-05-07 03:53:59,2025-05-10 03:53:59,Standard Class,Consumer,East,Furniture,Bookcases,670.88,4,0.263,-48.42
ORD03505,C00089,2025-09-18 02:02:18,2025-09-18 02:02:18,Same Day,Corporate,West,Technology,Phones,411.64,4,0.183,14.68
ORD01364,C00570,2024-09-05 00:10:25,2024-09-08 00:10:25,Second Class,Home Office,North,Office Supplies,Storage,199.09,7,0.203,-7.86
ORD01361,C00944,2024-08-14 09:19:43,2024-08-18 09:19:43,Standard Class,Consumer,South,Technology,Laptops,484.4,4,0.169,-8.52
ORD02517,C00367,2024-02-22 00:12:11,2024-02-25 00:12:11,Standard Class,Consumer,North,Furniture,Furnishings,282.54,3,0.194,-28.36
ORD02283,C00607,2024-10-30 01:28:32,2024-11-04 01:28:32,Standard Class,Consumer,South,Office Supplies,Storage,184.33,6,0.117,
ORD03547,C00422,2024-12-12 23:21:15,2024-12-17 23:21:15,Standard Class,Consumer,East,Office Supplies,Binders,43.09,1,0.319,-4.27
ORD00858,C00604,2025-07-04 18:32:33,2025-07-07 18:32:33,Standard Class,Corporate,West,Office Supplies,Art,380.2,6,0.072,62.01
ORD01513,C00264,2025-07-04 06:03:44,2025-07-09 06:03:44,Standard Class,Consumer,East,Technology,Accessories,110.3,1,0.103,8.79
ORD01749,C00257,2024-04-12 09:13:31,2024-04-16 09:13:31,Standard Class,Home Office,East,Office Supplies,Appliances,101.69,2,0.217,-1.89
ORD02026,C00536,2024-07-27 03:20:40,2024-08-01 03:20:40,Standard Class,Corporate,North,Furniture,Bookcases,261.32,4,0.218,-8.93
ORD00518,C00145,2025-01-08 08:59:20,2025-01-11 08:59:20,Second Class,Consumer,North,Technology,Laptops,198.65,2,0.094,31.03
ORD00608,C00535,2024-09-01 14:01:16,2024-09-05 14:01:16,Standard Class,Corporate,West,Furniture,Bookcases,113.23,1,0.171,4.24
ORD01944,C00583,2024-01-19 15:34:51,2024-01-21 15:34:51,Same Day,Corporate,North,Furniture,Bookcases,689.53,4,0.221,-45.13
ORD00334,C00932,2025-09-09 08:39:12,2025-09-13 08:39:12,Standard Class,Consumer,North,Furniture,Tables,372.43,6,0.312,-61.72
ORD01793,C00237,2025-06-17 19:54:00,2025-06-22 19:54:00,Standard Class,Consumer,West,Furniture,Tables,516.52,2,0.23,-99.45
ORD00632,C00102,2025-01-14 15:39:35,2025-01-17 15:39:35,Standard Class,Corporate,West,Technology,Phones,459.32,3,0.254,4.87
ORD00104,C00258,2024-08-19 18:25:25,2024-08-24 18:25:25,Standard Class,Consumer,East,Office Supplies,Storage,342.83,6,0.143,19.95
ORD01623,C00761,2025-09-07 04:39:50,2025-09-11 04:39:50,Standard Class,Consumer,South,Technology,Laptops,697.63,8,0.086,118.04
ORD00354,C00399,2024-01-26 18:07:36,2024-01-30 18:07:36,Standard Class,Consumer,West,Furniture,Tables,638.67,5,0.126,-18.72
ORD02505,C00158,2024-11-21 20:44:38,2024-11-26 20:44:38,Standard Class,Consumer,North,Technology,Accessories,654.87,5,0.092,85.72
ORD02197,C00214,2025-08-07 16:49:57,2025-08-11 16:49:57,Standard Class,Corporate,South,Furniture,Furnishings,781.11,7,0.194,-117.84
ORD00580,C00761,2025-11-26 16:07:29,2025-12-01 16:07:29,Standard Class,Consumer,South,Technology,Phones,118.13,1,0.107,3.13
ORD02795,C00892,2024-07-02 12:50:10,2024-07-05 12:50:10,Second Class,Corporate,West,Technology,Phones,1306.64,8,0.049,259.47
ORD01146,C00144,2025-04-20 01:55:16,2025-04-22 01:55:16,Second Class,Consumer,West,Technology,Accessories,687.35,4,0.117,118.22
ORD02580,C00549,2024-05-18 11:16:55,2024-05-22 11:16:55,Second Class,Corporate,East,Office Supplies,Storage,257.26,4,0.211,7.36
ORD03686,C00933,2024-03-25 14:32:53,2024-03-27 14:32:53,First Class,Consumer,North,Technology,Accessories,520.69,5,0.093,78.73
ORD02808,C00066,2024-09-14 16:57:07,2024-09-18 16:57:07,Standard Class,Home Office,East,Technology,Laptops,1025.07,8,,301.2
ORD01185,C00153,2025-10-08 02:49:44,2025-10-09 02:49:44,First Class,Home Office,North,Technology,Accessories,896.87,8,0.239,-15.94
ORD01866,C00458,2025-05-18 07:36:45,2025-05-21 07:36:45,Standard Class,Consumer,West,Office Supplies,Paper,390.67,7,0.413,-63.04
ORD01174,C00066,2024-12-23 03:55:34,2024-12-27 03:55:34,Standard Class,Corporate,North,Furniture,Tables,655.12,4,0.157,-55.89
ORD01328,C00533,2024-07-25 10:58:43,2024-07-28 10:58:43,Second Class,Consumer,North,Office Supplies,Appliances,97.38,2,0.114,-7.72
ORD03437,C00654,2024-04-13 09:30:52,2024-04-18 09:30:52,Standard Class,Corporate,East,Technology,Laptops,374.33,2,0.16,16.45
ORD02679,C00341,2024-07-16 15:48:03,2024-07-19 15:48:03,Standard Class,Corporate,South,Technology,Phones,660.05,7,0.239,-16.88
ORD02123,C00871,2024-04-21 11:07:52,2024-04-24 11:07:52,Standard Class,Consumer,West,Technology,Phones,267.44,2,0.184,17.49
ORD01056,C00830,2024-05-16 13:44:30,2024-05-21 13:44:30,Standard Class,Consumer,North,Office Supplies,Binders,62.8,4,0.079,5.37
ORD02036,C00686,2025-05-16 21:35:40,2025-05-20 21:35:40,Standard Class,Consumer,West,Technology,Accessories,536.78,4,0.287,-11.93
ORD02454,C00495,2024-04-06 20:52:43,2024-04-08 20:52:43,Second Class,Corporate,North,Technology,Accessories,917.84,6,0.101,185.49
ORD02762,C00099,2024-02-04 13:57:58,2024-02-09 13:57:58,Standard Class,Corporate,North,Technology,Phones,379.43,3,0.015,89.1
ORD00356,C00227,2025-01-30 21:48:14,2025-02-03 21:48:14,Standard Class,Consumer,South,Office Supplies,Storage,162.09,6,0.368,-35.79
ORD03378,C00921,2024-07-28 05:07:21,2024-08-01 05:07:21,Standard Class,Consumer,North,Furniture,Tables,1087.22,5,0.111,-106.5
ORD02097,C00514,2024-11-27 22:47:08,2024-11-28 22:47:08,First Class,Consumer,East,Technology,Laptops,1189.86,8,0.147,35.3
ORD01379,C00411,2024-04-12 01:04:42,2024-04-14 01:04:42,Same Day,Corporate,North,Office Supplies,Art,93.8,2,0.322,-6.05
ORD02804,C00687,2024-06-02 06:48:40,2024-06-05 06:48:40,Second Class,Consumer,North,Office Supplies,Storage,247.37,7,0.073,19.05
ORD02141,C00228,2024-11-17 23:40:35,2024-11-20 23:40:35,Standard Class,Consumer,East,Furniture,Bookcases,658.4,6,0.299,-84.62
ORD01234,C00293,2025-05-18 17:11:40,2025-05-21 17:11:40,Standard Class,Home Office,North,Technology,Phones,1013.61,7,0.143,116.65
ORD03559,C00367,2024-10-29 11:28:41,2024-11-02 11:28:41,Standard Class,Consumer,East,Furniture,Tables,495.33,4,0.167,-21.1
ORD03581,C00829,2025-01-30 10:52:03,2025-02-02 10:52:03,Second Class,Corporate,East,Furniture,Tables,204.76,3,0.109,1.64
ORD03548,C00444,2025-01-15 23:16:30,2025-01-18 23:16:30,Standard Class,Consumer,North,Furniture,Chairs,848.01,5,0.172,-59.08
ORD00285,C00055,2024-07-15 06:26:04,2024-07-19 06:26:04,Second Class,Consumer,West,Furniture,Tables,1140.48,8,0.134,113.71
ORD03579,C00446,2024-07-23 03:13:42,2024-07-27 03:13:42,Standard Class,Corporate,South,Technology,Accessories,201.42,2,0.144,4.48
ORD01036,C00283,2024-11-06 18:41:06,2024-11-09 18:41:06,First Class,Consumer,South,Furniture,Bookcases,928.32,6,0.177,-13.19
ORD01356,C00449,2024-01-24 09:24:13,2024-01-29 09:24:13,Standard Class,Consumer,North,Furniture,Furnishings,289.56,2,0.185,-4.13
ORD02638,C00881,2025-05-15 08:07:16,2025-05-18 08:07:16,Standard Class,Home Office,West,Technology,Phones,1067.47,7,0.079,188.84
ORD01860,C00306,2025-03-24 12:02:40,2025-03-28 12:02:40,Standard Class,Home Office,East,Technology,Laptops,480.59,4,0.093,58.29
ORD03221,C00254,2024-08-11 11:27:00,2024-08-14 11:27:00,Second Class,Corporate,East,Furniture,Bookcases,540.43,7,0.212,-79.69
